time,angle,r1,r2,r3,r4,r5,r6,circular,lateral,rawname
22:14.1,157.5117514,752,707,720,701,720,722,0,-1,CZP_0_down1
22:14.1,155.7712642,749,709,722,701,720,724,0,-1,CZP_0_down1
22:14.2,152.2805988,746,709,725,701,720,727,0,-1,CZP_0_down1
22:14.2,149.2197269,743,711,730,700,718,728,0,-1,CZP_0_down1
22:14.2,144.9620178,741,713,734,700,717,728,0,-1,CZP_0_down1
22:14.2,140.6131847,739,715,735,700,717,729,0,-1,CZP_0_down1
22:14.2,135.705338,738,717,733,700,716,732,0,-1,CZP_0_down1
22:14.3,130.8821501,737,720,732,700,716,735,0,-1,CZP_0_down1
22:14.3,125.88515,738,724,731,701,717,739,0,-1,CZP_0_down1
22:14.3,121.1009633,739,728,730,701,717,744,0,-1,CZP_0_down1
22:14.3,115.9296561,740,731,729,703,716,747,0,-1,CZP_0_down1
22:14.3,110.5517076,741,734,729,704,717,751,0,-1,CZP_0_down1
22:14.4,105.2004192,743,737,729,706,718,755,0,-1,CZP_0_down1
22:14.4,99.65198454,744,739,730,707,718,758,0,-1,CZP_0_down1
22:14.4,94.0083871,745,742,731,708,719,762,0,-1,CZP_0_down1
22:14.4,88.40877475,747,745,733,710,721,766,0,-1,CZP_0_down1
22:14.4,82.97543761,750,747,735,714,723,769,0,-1,CZP_0_down1
22:14.5,77.04066069,752,751,737,715,725,773,0,-1,CZP_0_down1
22:14.5,71.24117342,753,754,739,717,726,776,0,-1,CZP_0_down1
22:14.5,65.63480311,755,758,741,721,729,782,0,-1,CZP_0_down1
22:14.5,60.22158686,758,761,742,724,732,787,0,-1,CZP_0_down1
22:14.5,54.73121557,762,767,746,727,735,793,0,-1,CZP_0_down1
22:14.6,49.66423022,765,771,747,728,737,801,0,-1,CZP_0_down1
22:14.6,45.25656151,770,779,751,730,740,810,0,-1,CZP_0_down1
22:14.6,41.59448292,773,784,753,732,742,817,0,-1,CZP_0_down1
22:14.6,40.06292048,776,790,756,733,745,823,0,-1,CZP_0_down1
22:14.6,40.13981895,778,793,757,734,746,827,0,-1,CZP_0_down1
22:14.7,41.07299003,779,794,758,735,746,828,0,-1,CZP_0_down1
22:14.7,43.14659816,778,791,756,734,745,825,0,-1,CZP_0_down1
22:14.7,45.91708347,776,787,754,733,743,819,0,-1,CZP_0_down1
22:14.7,49.56909735,772,780,750,731,739,812,0,-1,CZP_0_down1
22:14.7,53.85797182,770,776,749,730,739,807,0,-1,CZP_0_down1
22:14.8,57.87218995,766,770,746,727,737,800,0,-1,CZP_0_down1
22:14.8,62.62571826,763,764,743,726,735,795,0,-1,CZP_0_down1
22:14.8,67.86022544,760,760,741,725,733,790,0,-1,CZP_0_down1
22:14.8,73.15016962,756,756,740,724,730,783,0,-1,CZP_0_down1
22:14.8,78.55469021,753,753,738,722,728,779,0,-1,CZP_0_down1
22:14.9,83.95635763,749,748,736,719,726,773,0,-1,CZP_0_down1
22:14.9,89.47872872,748,744,733,716,724,767,0,-1,CZP_0_down1
22:14.9,95.72400674,745,740,731,714,722,763,0,-1,CZP_0_down1
22:14.9,101.4680724,742,736,728,711,721,759,0,-1,CZP_0_down1
22:14.9,107.6587424,741,732,726,709,720,756,0,-1,CZP_0_down1
22:15.0,113.9774071,741,727,725,707,720,752,0,-1,CZP_0_down1
22:15.0,120.3454736,741,724,725,705,718,748,0,-1,CZP_0_down1
22:15.0,126.5656341,740,719,725,704,717,745,0,-1,CZP_0_down1
22:15.0,132.4149976,741,716,726,703,717,743,0,-1,CZP_0_down1
22:15.0,138.221397,740,712,727,702,717,740,0,-1,CZP_0_down1
22:15.1,144.086572,740,710,727,701,716,737,0,-1,CZP_0_down1
22:15.1,149.6899421,742,711,728,702,717,737,0,-1,CZP_0_down1
22:15.1,154.0670045,742,707,724,702,717,737,0,-1,CZP_0_down1
22:15.1,157.1359081,745,707,721,702,718,734,0,-1,CZP_0_down1
22:15.1,158.5911396,748,705,718,702,718,727,0,-1,CZP_0_down1
22:15.2,158.3390537,751,703,717,703,719,723,0,-1,CZP_0_down1
22:15.2,157.5433964,753,702,716,703,719,721,0,-1,CZP_0_down1
22:15.2,157.4447575,754,702,715,704,721,723,0,-1,CZP_0_down1
22:15.2,157.6669427,754,702,715,704,720,720,0,-1,CZP_0_down1
22:15.2,158.1609599,755,701,715,705,720,720,0,-1,CZP_0_down1
22:15.3,158.0827116,755,702,714,705,720,720,0,-1,CZP_0_down1
22:15.3,158.1251337,756,702,714,704,720,720,0,-1,CZP_0_down1
22:15.3,158.1108554,756,702,714,704,719,719,0,-1,CZP_0_down1
22:15.3,158.004298,756,702,715,704,720,720,0,-1,CZP_0_down1
22:15.3,157.9398313,756,702,715,704,720,719,0,-1,CZP_0_down1
22:15.4,158.1658463,757,702,714,703,719,719,0,-1,CZP_0_down1
22:15.4,158.1646142,756,702,714,702,718,719,0,-1,CZP_0_down1
22:15.4,158.357349,756,703,715,703,720,719,0,-1,CZP_0_down1
22:15.4,158.3867196,755,703,715,703,720,719,0,-1,CZP_0_down1
22:15.4,158.6427436,754,703,716,703,720,720,0,-1,CZP_0_down1
22:15.5,158.5489795,753,704,717,702,720,720,0,-1,CZP_0_down1
22:15.5,158.0396791,751,706,718,701,720,721,0,-1,CZP_0_down1
22:15.5,156.8345718,749,706,720,701,721,723,0,-1,CZP_0_down1
22:15.5,154.3330066,746,708,722,700,719,725,0,-1,CZP_0_down1
22:15.5,151.5786905,743,709,726,699,718,727,0,-1,CZP_0_down1
22:15.6,147.5472042,741,712,732,700,718,728,0,-1,CZP_0_down1
22:15.6,142.695098,739,713,734,699,717,728,0,-1,CZP_0_down1
22:15.6,137.4811305,738,715,734,699,716,730,0,-1,CZP_0_down1
22:15.6,132.1172555,737,718,731,699,715,733,0,-1,CZP_0_down1
22:15.6,127.2516898,738,722,731,700,716,737,0,-1,CZP_0_down1
22:15.7,121.8110697,738,726,730,701,716,742,0,-1,CZP_0_down1
22:15.7,117.2461406,739,730,729,702,716,746,0,-1,CZP_0_down1
22:15.7,112.7814403,741,732,729,703,717,750,0,-1,CZP_0_down1
22:15.7,108.3187146,742,734,729,705,717,753,0,-1,CZP_0_down1
22:15.7,103.8460369,742,736,729,706,718,755,0,-1,CZP_0_down1
22:15.8,99.70449352,744,738,730,707,719,759,0,-1,CZP_0_down1
22:15.8,95.69293478,744,740,730,707,720,761,0,-1,CZP_0_down1
22:15.8,91.93945874,746,744,733,710,721,764,0,-1,CZP_0_down1
22:15.8,88.11371373,747,745,733,711,722,766,0,-1,CZP_0_down1
22:15.8,83.99505599,750,747,734,713,722,769,0,-1,CZP_0_down1
22:15.9,79.74852902,751,749,735,714,725,772,0,-1,CZP_0_down1
22:15.9,75.43096193,752,751,737,716,725,774,0,-1,CZP_0_down1
22:15.9,71.12980851,753,754,739,718,727,778,0,-1,CZP_0_down1
22:15.9,67.03979677,754,757,740,720,729,782,0,-1,CZP_0_down1
22:15.9,62.56383383,756,759,741,723,731,786,0,-1,CZP_0_down1
22:16.0,58.1277998,759,763,743,725,733,791,0,-1,CZP_0_down1
22:16.0,53.85030872,762,766,744,725,733,795,0,-1,CZP_0_down1
22:16.0,49.9984882,765,772,747,728,737,802,0,-1,CZP_0_down1
22:16.0,46.23946973,767,777,750,729,739,807,0,-1,CZP_0_down1
22:16.0,43.31693583,770,781,751,730,741,812,0,-1,CZP_0_down1
22:16.1,41.36016661,773,787,754,732,743,817,0,-1,CZP_0_down1
22:16.1,40.53854545,775,790,756,733,745,821,0,-1,CZP_0_down1
22:16.1,40.71009458,775,792,757,733,745,823,0,-1,CZP_0_down1
22:16.1,41.73485567,776,791,756,733,745,823,0,-1,CZP_0_down1
22:16.1,43.44659251,775,789,755,733,744,820,0,-1,CZP_0_down1
22:16.2,45.90020276,773,785,753,732,743,816,0,-1,CZP_0_down1
22:16.2,48.77034609,771,781,751,731,741,811,0,-1,CZP_0_down1
22:16.2,53.0757375,769,777,753,731,740,806,0,-1,CZP_0_down1
22:16.2,56.85253301,766,772,747,727,737,801,0,-1,CZP_0_down1
22:16.2,62.08902662,762,766,744,725,735,796,0,-1,CZP_0_down1
22:16.3,67.22272265,760,761,742,725,733,790,0,-1,CZP_0_down1
22:16.3,72.69932241,757,757,740,724,731,786,0,-1,CZP_0_down1
22:16.3,78.56748802,753,753,738,722,728,779,0,-1,CZP_0_down1
22:16.3,84.72471294,749,749,736,719,726,774,0,-1,CZP_0_down1
22:16.3,91.05762727,748,744,734,715,724,769,0,-1,CZP_0_down1
22:16.4,97.45290887,744,738,731,713,722,763,0,-1,CZP_0_down1
22:16.4,103.8529039,742,734,729,710,721,758,0,-1,CZP_0_down1
22:16.4,111.606795,742,728,727,708,720,752,0,-1,CZP_0_down1
22:16.4,118.8091802,741,722,726,705,718,747,0,-1,CZP_0_down1
22:16.4,126.3741141,741,716,726,704,717,742,0,-1,CZP_0_down1
22:16.5,133.8545647,739,710,726,702,717,738,0,-1,CZP_0_down1
22:16.5,141.392892,739,707,727,701,717,737,0,-1,CZP_0_down1
22:16.5,148.163131,740,705,727,701,717,735,0,-1,CZP_0_down1
22:16.5,154.1403657,741,703,723,702,717,734,0,-1,CZP_0_down1
22:16.5,158.7756669,745,700,718,702,717,730,0,-1,CZP_0_down1
22:16.6,159.7001009,749,700,714,703,718,723,0,-1,CZP_0_down1
22:16.6,158.2189509,752,701,711,703,719,720,0,-1,CZP_0_down1
22:16.6,156.9520354,753,702,711,704,719,721,0,-1,CZP_0_down1
22:16.6,157.4813831,755,702,709,704,720,720,0,-1,CZP_0_down1
22:16.6,157.7858533,756,702,710,705,720,720,0,-1,CZP_0_down1
22:16.7,158.050623,756,702,710,704,720,719,0,-1,CZP_0_down1
22:16.7,157.9062516,755,702,711,705,720,719,0,-1,CZP_0_down1
22:16.7,157.7713068,757,702,711,705,720,719,0,-1,CZP_0_down1
22:16.7,157.6566232,757,702,711,704,720,719,0,-1,CZP_0_down1
22:16.7,157.9121919,757,702,711,704,720,721,0,-1,CZP_0_down1
22:16.8,157.9827154,757,702,711,704,720,719,0,-1,CZP_0_down1
22:16.8,157.8399727,757,703,712,704,720,720,0,-1,CZP_0_down1
22:16.8,157.8367675,756,702,712,704,720,719,0,-1,CZP_0_down1
22:16.8,157.7776583,756,702,712,704,719,719,0,-1,CZP_0_down1
22:16.8,157.8496765,756,702,712,704,720,720,0,-1,CZP_0_down1
22:16.9,157.8570597,757,703,713,704,720,720,0,-1,CZP_0_down1
22:16.9,157.9510432,755,703,714,704,720,720,0,-1,CZP_0_down1
22:16.9,157.9619614,756,703,713,703,720,720,0,-1,CZP_0_down1
22:16.9,157.9262026,756,703,714,703,720,720,0,-1,CZP_0_down1
22:16.9,157.9517874,756,703,713,704,721,721,0,-1,CZP_0_down1
22:17.0,157.9996853,755,703,714,704,720,720,0,-1,CZP_0_down1
22:17.0,158.0187617,756,703,714,703,719,720,0,-1,CZP_0_down1
22:17.0,158.1623919,756,703,714,703,720,719,0,-1,CZP_0_down1
22:17.0,158.2196361,756,703,714,703,720,720,0,-1,CZP_0_down1
22:17.0,158.2640279,756,703,714,703,720,720,0,-1,CZP_0_down1
22:17.1,158.088653,756,703,714,703,720,720,0,-1,CZP_0_down1
22:17.1,158.0933046,756,703,714,703,720,720,0,-1,CZP_0_down1
22:17.1,158.0534492,757,703,714,703,720,720,0,-1,CZP_0_down1
22:17.1,158.1483969,756,704,715,703,720,721,0,-1,CZP_0_down1
22:17.1,158.2294763,757,703,714,703,720,720,0,-1,CZP_0_down1
22:17.2,158.2126228,757,703,715,703,720,720,0,-1,CZP_0_down1
22:17.2,158.2146384,757,703,714,703,720,720,0,-1,CZP_0_down1
22:17.2,158.2503018,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.2,158.2253149,756,703,715,705,720,720,0,-1,CZP_0_down1
22:17.2,158.0896189,757,705,717,706,722,721,0,-1,CZP_0_down1
22:17.3,158.1420292,756,703,715,703,720,720,0,-1,CZP_0_down1
22:17.3,158.2087312,756,703,715,703,720,720,0,-1,CZP_0_down1
22:17.3,158.1067336,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.3,158.0940465,757,703,715,703,720,720,0,-1,CZP_0_down1
22:17.3,158.1246235,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.4,158.0422312,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.4,158.134966,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.4,158.1597859,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.4,158.111235,757,704,715,702,719,719,0,-1,CZP_0_down1
22:17.4,158.1415651,756,703,715,703,720,720,0,-1,CZP_0_down1
22:17.5,158.2870838,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.5,158.3072584,756,704,715,703,720,720,0,-1,CZP_0_down1
22:17.5,158.044777,757,704,715,703,720,720,0,-1,CZP_0_down1
22:17.5,158.2079993,757,704,715,702,720,720,0,-1,CZP_0_down1
22:17.5,158.24139,756,702,714,702,719,720,0,-1,CZP_0_down1
22:17.6,158.2912283,757,704,716,703,720,720,0,-1,CZP_0_down1
22:17.6,158.3030675,757,704,716,703,720,720,0,-1,CZP_0_down1
22:17.6,158.2528032,756,704,716,702,720,719,0,-1,CZP_0_down1
22:17.6,158.1867003,757,704,716,703,720,720,0,-1,CZP_0_down1
22:17.6,158.2381912,756,704,717,705,720,719,0,-1,CZP_0_down1
22:17.7,158.2668157,757,705,717,705,721,720,0,-1,CZP_0_down1
22:17.7,158.2985685,756,704,716,702,720,720,0,-1,CZP_0_down1
22:17.7,158.3254726,758,706,717,703,721,720,0,-1,CZP_0_down1
22:17.7,158.3200247,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.7,158.3483298,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.8,158.3084337,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.8,158.3454962,757,704,716,702,720,719,0,-1,CZP_0_down1
22:17.8,158.2804581,757,704,716,703,720,720,0,-1,CZP_0_down1
22:17.8,158.2433781,757,704,717,703,720,720,0,-1,CZP_0_down1
22:17.8,158.216295,757,704,716,702,721,721,0,-1,CZP_0_down1
22:17.9,158.1844258,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.9,158.1597834,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.9,158.2429926,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.9,158.3155687,757,704,716,702,720,720,0,-1,CZP_0_down1
22:17.9,158.2934039,757,704,716,702,720,719,0,-1,CZP_0_down1
22:18.0,158.1943636,757,703,716,703,720,720,0,-1,CZP_0_down1
22:18.0,158.1870069,757,704,716,702,720,720,0,-1,CZP_0_down1
22:18.0,158.2591802,757,704,717,702,720,720,0,-1,CZP_0_down1
22:18.0,158.2916841,757,704,716,702,720,720,0,-1,CZP_0_down1
22:18.0,158.3027766,757,704,717,702,720,720,0,-1,CZP_0_down1
22:18.1,158.3669251,756,704,717,704,720,719,0,-1,CZP_0_down1
22:18.1,158.3815483,757,705,718,703,721,720,0,-1,CZP_0_down1
22:18.1,158.4017262,757,704,717,702,720,720,0,-1,CZP_0_down1
22:18.1,158.4222359,757,703,717,702,719,719,0,-1,CZP_0_down1
22:18.1,158.5005158,757,704,716,702,721,720,0,-1,CZP_0_down1
22:18.2,158.5348442,757,704,717,702,720,720,0,-1,CZP_0_down1
22:18.2,158.5023347,757,704,717,702,720,719,0,-1,CZP_0_down1
22:18.2,158.5508018,756,704,716,702,720,721,0,-1,CZP_0_down1
23:30.2,163.2755956,755,713,739,700,722,735,0,0,CZP_0_0
23:30.2,163.2840073,755,713,739,701,722,735,0,0,CZP_0_0
23:30.3,163.3791365,755,713,739,701,723,736,0,0,CZP_0_0
23:30.3,163.4378109,755,713,739,701,722,736,0,0,CZP_0_0
23:30.3,163.2987261,755,713,739,701,722,734,0,0,CZP_0_0
23:30.3,163.3424718,755,713,739,701,722,735,0,0,CZP_0_0
23:30.3,163.3779406,755,713,739,701,722,735,0,0,CZP_0_0
23:30.4,163.3262327,755,713,739,701,721,735,0,0,CZP_0_0
23:30.4,163.4418424,756,712,738,700,722,735,0,0,CZP_0_0
23:30.4,163.5592298,756,714,739,701,722,735,0,0,CZP_0_0
23:30.4,163.2679459,755,713,739,701,723,735,0,0,CZP_0_0
23:30.4,164.1421113,755,713,739,701,722,735,0,0,CZP_0_0
23:30.5,164.3547876,754,713,739,701,722,735,0,0,CZP_0_0
23:30.5,164.2626212,755,714,739,701,723,735,0,0,CZP_0_0
23:30.5,164.1976773,755,713,739,701,722,735,0,0,CZP_0_0
23:30.5,164.232736,755,713,739,701,722,734,0,0,CZP_0_0
23:30.5,164.2725699,755,714,739,701,723,735,0,0,CZP_0_0
23:30.6,164.3917223,755,713,739,701,722,735,0,0,CZP_0_0
23:30.6,164.2795104,755,713,739,701,723,735,0,0,CZP_0_0
23:30.6,164.2227305,755,713,739,701,723,735,0,0,CZP_0_0
23:30.6,164.616181,755,713,739,701,722,735,0,0,CZP_0_0
23:30.6,164.6417556,754,712,739,701,722,735,0,0,CZP_0_0
23:30.7,164.4560002,755,713,739,701,722,735,0,0,CZP_0_0
23:30.7,164.4093866,755,714,739,701,722,735,0,0,CZP_0_0
23:30.7,164.4270205,755,714,740,701,723,735,0,0,CZP_0_0
23:30.7,164.465578,755,713,739,701,722,735,0,0,CZP_0_0
23:30.7,164.4487743,754,713,738,700,722,735,0,0,CZP_0_0
23:30.8,164.4298991,754,713,739,701,722,735,0,0,CZP_0_0
23:30.8,164.4483145,755,713,739,701,723,735,0,0,CZP_0_0
23:30.8,164.3771931,755,713,738,701,723,736,0,0,CZP_0_0
23:30.8,164.4309275,755,713,739,700,722,736,0,0,CZP_0_0
23:30.8,164.3657581,755,713,739,701,722,735,0,0,CZP_0_0
23:30.9,164.3785594,754,713,740,701,722,736,0,0,CZP_0_0
23:30.9,164.412299,755,713,739,702,723,735,0,0,CZP_0_0
23:30.9,164.3454119,755,713,739,701,722,735,0,0,CZP_0_0
23:30.9,164.3036714,755,712,739,701,724,735,0,0,CZP_0_0
23:30.9,164.2987917,755,713,739,701,722,735,0,0,CZP_0_0
23:31.0,164.3141468,754,713,739,701,723,735,0,0,CZP_0_0
23:31.0,164.372387,755,713,739,701,723,735,0,0,CZP_0_0
23:31.0,164.46854,755,713,739,701,722,735,0,0,CZP_0_0
23:31.0,164.4354968,755,713,739,701,722,735,0,0,CZP_0_0
23:31.0,164.4717409,755,713,739,701,722,735,0,0,CZP_0_0
23:31.1,164.4337861,755,713,739,701,722,735,0,0,CZP_0_0
23:31.1,164.4522839,755,713,739,701,722,735,0,0,CZP_0_0
23:31.1,164.3892195,756,713,739,700,722,735,0,0,CZP_0_0
23:31.1,164.3444949,756,713,739,701,722,734,0,0,CZP_0_0
23:31.1,164.2676124,754,713,739,701,722,735,0,0,CZP_0_0
23:31.2,164.449945,755,713,739,701,722,735,0,0,CZP_0_0
23:31.2,164.5593811,756,714,739,701,722,735,0,0,CZP_0_0
23:31.2,164.6440874,755,712,738,701,722,735,0,0,CZP_0_0
23:31.2,164.4744483,755,712,739,701,722,735,0,0,CZP_0_0
23:31.2,164.4653815,756,715,741,701,723,735,0,0,CZP_0_0
23:31.3,164.5326642,755,713,739,701,722,735,0,0,CZP_0_0
23:31.3,164.5005266,755,712,738,701,722,734,0,0,CZP_0_0
23:31.3,164.4936495,756,713,739,701,723,735,0,0,CZP_0_0
23:31.3,164.4696378,755,712,739,701,722,735,0,0,CZP_0_0
23:31.3,164.4492438,755,713,739,701,722,734,0,0,CZP_0_0
23:31.4,164.4826971,755,713,739,701,723,735,0,0,CZP_0_0
23:31.4,164.420786,755,713,740,701,723,736,0,0,CZP_0_0
23:31.4,164.3554421,755,713,739,701,722,735,0,0,CZP_0_0
23:31.4,164.301691,755,713,740,701,723,735,0,0,CZP_0_0
23:31.4,164.24511,755,713,739,701,723,735,0,0,CZP_0_0
23:31.5,164.0591921,754,714,739,700,723,735,0,0,CZP_0_0
23:31.5,163.7161196,752,714,739,699,723,735,0,0,CZP_0_0
23:31.5,162.8106786,751,714,738,699,723,735,0,0,CZP_0_0
23:31.5,162.2242431,751,714,738,700,723,734,0,0,CZP_0_0
23:31.5,161.5186422,749,712,738,698,722,732,0,0,CZP_0_0
23:31.6,159.9381697,748,711,739,699,723,732,0,0,CZP_0_0
23:31.6,158.7947292,747,710,738,699,722,730,0,0,CZP_0_0
23:31.6,157.8475991,746,709,740,699,722,729,0,0,CZP_0_0
23:31.6,156.4691434,744,710,739,698,721,728,0,0,CZP_0_0
23:31.6,154.8500911,743,710,739,698,721,728,0,0,CZP_0_0
23:31.7,152.9933495,741,711,739,698,719,728,0,0,CZP_0_0
23:31.7,151.3428252,740,712,739,698,720,730,0,0,CZP_0_0
23:31.7,149.6749391,739,713,738,698,721,732,0,0,CZP_0_0
23:31.7,147.5588532,738,716,737,698,719,734,0,0,CZP_0_0
23:31.7,145.1661886,738,718,736,698,718,735,0,0,CZP_0_0
23:31.8,142.5512007,737,721,735,699,718,738,0,0,CZP_0_0
23:31.8,140.1585717,738,723,733,699,717,740,0,0,CZP_0_0
23:31.8,137.340824,738,725,732,700,718,743,0,0,CZP_0_0
23:31.8,134.0798807,738,728,731,701,717,746,0,0,CZP_0_0
23:31.8,130.5326653,740,731,730,702,717,748,0,0,CZP_0_0
23:31.9,126.8263245,741,733,730,702,718,751,0,0,CZP_0_0
23:31.9,123.1983588,742,736,729,703,718,753,0,0,CZP_0_0
23:31.9,119.5010628,743,737,730,704,718,755,0,0,CZP_0_0
23:31.9,115.7613121,744,740,731,705,720,759,0,0,CZP_0_0
23:31.9,111.8295707,745,743,732,708,721,761,0,0,CZP_0_0
23:32.0,107.7890657,748,746,734,709,722,765,0,0,CZP_0_0
23:32.0,103.8153519,749,747,734,709,723,767,0,0,CZP_0_0
23:32.0,99.74195025,752,751,736,710,725,770,0,0,CZP_0_0
23:32.0,95.8334991,754,752,738,712,727,773,0,0,CZP_0_0
23:32.0,91.03764158,755,756,740,714,729,777,0,0,CZP_0_0
23:32.1,90.16197096,756,759,742,715,731,780,0,0,CZP_0_0
23:32.1,65.4448256,757,762,744,717,732,785,0,0,CZP_0_0
23:32.1,57.26478899,760,766,746,719,734,788,0,0,CZP_0_0
23:32.1,54.55788555,763,769,747,721,735,790,0,0,CZP_0_0
23:32.1,51.60859974,766,773,749,723,737,794,0,0,CZP_0_0
23:32.2,49.17752863,769,776,750,725,738,796,0,0,CZP_0_0
23:32.2,47.35149866,771,778,751,727,739,799,0,0,CZP_0_0
23:32.2,46.14674651,773,780,752,728,740,801,0,0,CZP_0_0
23:32.2,45.44595621,774,780,752,728,740,801,0,0,CZP_0_0
23:32.2,45.53501022,773,779,751,728,739,801,0,0,CZP_0_0
23:32.3,46.39887247,773,776,749,726,738,798,0,0,CZP_0_0
23:32.3,47.86453394,771,773,748,726,737,795,0,0,CZP_0_0
23:32.3,49.99778087,769,769,746,724,736,791,0,0,CZP_0_0
23:32.3,52.63226232,765,765,744,722,735,789,0,0,CZP_0_0
23:32.3,55.75019336,762,761,743,721,733,784,0,0,CZP_0_0
23:32.4,59.3443035,759,758,741,719,731,780,0,0,CZP_0_0
23:32.4,62.32077942,756,755,739,717,730,778,0,0,CZP_0_0
23:32.4,66.47974203,753,753,738,716,729,774,0,0,CZP_0_0
23:32.4,70.53669113,751,749,736,714,727,770,0,0,CZP_0_0
23:32.4,74.84697116,751,745,734,713,725,765,0,0,CZP_0_0
23:32.5,78.82639876,749,742,733,712,723,762,0,0,CZP_0_0
23:32.5,83.00857526,747,739,731,711,722,758,0,0,CZP_0_0
23:32.5,87.48391148,745,736,730,709,720,757,0,0,CZP_0_0
23:32.5,91.31621208,743,734,728,707,719,755,0,0,CZP_0_0
23:32.5,96.06220025,742,732,729,706,719,752,0,0,CZP_0_0
23:32.6,100.7778012,740,727,727,704,718,749,0,0,CZP_0_0
23:32.6,105.4184825,740,723,726,702,716,746,0,0,CZP_0_0
23:32.6,110.2038159,740,722,727,702,717,745,0,0,CZP_0_0
23:32.6,114.9586115,739,717,727,701,716,742,0,0,CZP_0_0
23:32.6,119.6478714,738,713,728,700,716,740,0,0,CZP_0_0
23:32.7,124.5112325,738,710,729,699,716,737,0,0,CZP_0_0
23:32.7,129.7038102,739,708,731,699,717,736,0,0,CZP_0_0
23:32.7,134.495429,739,705,731,699,717,735,0,0,CZP_0_0
23:32.7,139.7350799,742,704,728,699,716,734,0,0,CZP_0_0
23:32.7,144.8621428,746,705,725,700,718,734,0,0,CZP_0_0
23:32.8,149.2091781,751,707,723,702,719,733,0,0,CZP_0_0
23:32.8,153.0979074,753,704,719,702,720,725,0,0,CZP_0_0
23:32.8,155.8735346,755,704,718,703,721,722,0,0,CZP_0_0
23:32.8,158.1669085,756,705,718,703,721,721,0,0,CZP_0_0
23:32.8,158.1469987,758,704,717,704,722,721,0,0,CZP_0_0
23:32.9,157.5961823,758,705,716,704,722,722,0,0,CZP_0_0
23:32.9,156.8795674,758,705,718,703,721,721,0,0,CZP_0_0
23:32.9,157.2571229,758,706,719,704,721,722,0,0,CZP_0_0
23:32.9,157.8263353,757,706,720,704,721,721,0,0,CZP_0_0
23:32.9,157.9984336,757,705,719,703,722,722,0,0,CZP_0_0
23:33.0,157.9086902,756,706,720,704,722,722,0,0,CZP_0_0
23:33.0,157.8617762,756,706,721,702,721,723,0,0,CZP_0_0
23:33.0,157.783389,755,707,722,702,721,725,0,0,CZP_0_0
23:33.0,157.7912986,753,708,724,702,721,726,0,0,CZP_0_0
23:33.0,157.7364543,752,709,725,701,721,729,0,0,CZP_0_0
23:33.1,158.3182793,750,709,727,700,720,731,0,0,CZP_0_0
23:33.1,154.8165051,748,708,730,700,720,732,0,0,CZP_0_0
23:33.1,152.8989569,747,708,732,700,719,731,0,0,CZP_0_0
23:33.1,150.8525766,743,707,734,699,719,731,0,0,CZP_0_0
23:33.1,148.6584155,742,707,736,699,720,731,0,0,CZP_0_0
23:33.2,146.468581,740,708,736,699,718,730,0,0,CZP_0_0
23:33.2,144.0886575,739,710,738,698,718,730,0,0,CZP_0_0
23:33.2,141.4382469,738,711,738,699,718,731,0,0,CZP_0_0
23:33.2,138.6557918,738,714,737,698,717,733,0,0,CZP_0_0
23:33.2,135.9119838,737,717,736,699,717,735,0,0,CZP_0_0
23:33.3,133.1275867,737,721,735,699,717,737,0,0,CZP_0_0
23:33.3,130.1537364,738,724,734,699,717,740,0,0,CZP_0_0
23:33.3,127.0036033,738,726,732,700,716,743,0,0,CZP_0_0
23:33.3,123.4088695,739,728,731,700,715,745,0,0,CZP_0_0
23:33.3,120.0116329,741,731,730,701,717,747,0,0,CZP_0_0
23:33.4,116.2160267,741,732,730,702,717,751,0,0,CZP_0_0
23:33.4,112.5226282,742,735,730,703,717,753,0,0,CZP_0_0
23:33.4,108.770622,743,736,731,704,718,755,0,0,CZP_0_0
23:33.4,105.2039148,744,739,731,705,719,758,0,0,CZP_0_0
23:33.4,101.4178629,745,741,730,706,720,762,0,0,CZP_0_0
23:33.5,97.51407299,746,743,732,706,720,763,0,0,CZP_0_0
23:33.5,93.82200356,748,745,733,709,722,765,0,0,CZP_0_0
23:33.5,89.71101037,749,746,734,711,724,768,0,0,CZP_0_0
23:33.5,85.93879728,751,749,735,712,726,771,0,0,CZP_0_0
23:33.5,81.40056974,752,751,737,712,726,774,0,0,CZP_0_0
23:33.6,77.81023646,753,754,739,714,728,777,0,0,CZP_0_0
23:33.6,74.00631346,755,756,740,715,729,781,0,0,CZP_0_0
23:33.6,70.57307432,758,759,741,717,731,786,0,0,CZP_0_0
23:33.6,66.59925529,761,762,742,719,733,788,0,0,CZP_0_0
23:33.6,62.59008751,764,765,743,720,734,792,0,0,CZP_0_0
