time,angle,r1,r2,r3,r4,r5,r6,circular,lateral,rawname
34:58.9,163.4936076,743,700,707,702,716,725,5,-2,CZP_1_down2
34:58.9,163.24592,743,700,707,703,716,725,5,-2,CZP_1_down2
34:58.9,163.06234,743,700,707,702,716,725,5,-2,CZP_1_down2
34:58.9,162.876334,743,700,707,702,716,724,5,-2,CZP_1_down2
34:58.9,162.7388517,743,700,707,702,715,725,5,-2,CZP_1_down2
34:59.0,163.0852281,743,701,707,702,715,725,5,-2,CZP_1_down2
34:59.0,163.1245621,743,701,707,702,715,724,5,-2,CZP_1_down2
34:59.0,163.1457567,743,701,707,702,715,725,5,-2,CZP_1_down2
34:59.0,163.0758101,743,702,707,702,715,725,5,-2,CZP_1_down2
34:59.0,162.9274192,743,702,707,702,715,724,5,-2,CZP_1_down2
34:59.1,163.1031221,743,702,707,702,715,724,5,-2,CZP_1_down2
34:59.1,163.2314552,743,702,707,701,715,724,5,-2,CZP_1_down2
34:59.1,163.1408266,743,702,707,702,715,724,5,-2,CZP_1_down2
34:59.1,163.070788,743,702,707,702,715,724,5,-2,CZP_1_down2
34:59.1,162.9799304,743,702,707,702,715,724,5,-2,CZP_1_down2
34:59.2,162.9841483,743,702,706,701,715,724,5,-2,CZP_1_down2
35:42.0,171.2332458,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.0,171.3418591,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.0,171.3201207,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.0,171.1677571,759,713,724,705,718,736,5,-1,CZP_1_down1
35:42.1,171.0778835,758,713,724,704,718,735,5,-1,CZP_1_down1
35:42.1,171.2159603,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.1,171.16783,758,713,724,704,716,735,5,-1,CZP_1_down1
35:42.1,171.238797,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.2,171.319405,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.2,171.0604479,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.2,170.9824837,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.2,171.1549713,758,713,723,704,718,736,5,-1,CZP_1_down1
35:42.2,170.9958199,759,713,724,705,718,736,5,-1,CZP_1_down1
35:42.3,170.9772232,758,714,724,705,718,736,5,-1,CZP_1_down1
35:42.3,170.9643925,758,713,724,704,718,736,5,-1,CZP_1_down1
35:42.3,170.9676388,758,713,724,703,717,736,5,-1,CZP_1_down1
35:42.3,170.8190966,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.3,170.8672008,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.4,171.0321379,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.4,171.0568519,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.4,171.1037101,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.4,171.1160516,758,713,724,705,720,736,5,-1,CZP_1_down1
35:42.4,171.1551307,758,713,723,705,718,735,5,-1,CZP_1_down1
35:42.5,171.0934974,758,713,723,705,718,736,5,-1,CZP_1_down1
35:42.5,171.0119105,758,713,723,705,717,737,5,-1,CZP_1_down1
35:42.5,170.959442,757,713,723,704,717,736,5,-1,CZP_1_down1
35:42.5,171.0514918,759,714,724,705,718,736,5,-1,CZP_1_down1
35:42.5,171.0036113,758,713,723,705,718,736,5,-1,CZP_1_down1
35:42.6,171.0112249,758,714,724,705,718,737,5,-1,CZP_1_down1
35:42.6,171.0540535,758,714,724,705,718,737,5,-1,CZP_1_down1
35:42.6,171.1138598,758,713,723,704,717,736,5,-1,CZP_1_down1
35:42.6,170.8720649,758,714,724,704,717,736,5,-1,CZP_1_down1
35:42.6,170.9399813,758,714,724,705,718,736,5,-1,CZP_1_down1
35:42.7,170.9394596,758,713,724,704,718,736,5,-1,CZP_1_down1
35:42.7,170.7639852,758,713,724,705,718,736,5,-1,CZP_1_down1
35:42.7,171.0374891,758,714,724,705,719,736,5,-1,CZP_1_down1
35:42.7,170.805133,758,714,723,705,718,736,5,-1,CZP_1_down1
35:42.7,170.7609429,757,713,722,705,718,736,5,-1,CZP_1_down1
35:42.8,170.6228419,758,713,723,705,719,736,5,-1,CZP_1_down1
35:42.8,170.5517199,758,713,722,705,718,735,5,-1,CZP_1_down1
35:42.8,170.6718224,758,713,723,705,718,736,5,-1,CZP_1_down1
35:42.8,170.6695189,758,714,723,704,718,737,5,-1,CZP_1_down1
35:42.8,170.5489319,757,714,723,704,717,738,5,-1,CZP_1_down1
35:42.9,170.1392889,757,715,725,703,717,739,5,-1,CZP_1_down1
35:42.9,169.1432303,756,716,727,702,715,740,5,-1,CZP_1_down1
35:42.9,167.5967751,754,716,728,701,714,741,5,-1,CZP_1_down1
35:42.9,165.2138876,752,718,730,700,712,742,5,-1,CZP_1_down1
35:42.9,161.9442514,750,717,731,700,711,743,5,-1,CZP_1_down1
35:43.0,158.7027676,747,716,731,699,709,744,5,-1,CZP_1_down1
35:43.0,155.4133668,744,713,731,697,708,744,5,-1,CZP_1_down1
35:43.0,152.0565519,740,711,732,699,709,746,5,-1,CZP_1_down1
35:43.0,148.4371986,737,710,733,699,709,750,5,-1,CZP_1_down1
35:43.0,144.7281301,736,709,734,699,709,753,5,-1,CZP_1_down1
35:43.1,140.5629473,736,708,735,699,710,758,5,-1,CZP_1_down1
35:43.1,136.6254527,737,707,736,701,712,763,5,-1,CZP_1_down1
35:43.1,132.7535105,737,706,736,702,713,766,5,-1,CZP_1_down1
35:43.1,128.9950125,738,706,737,703,714,771,5,-1,CZP_1_down1
35:43.1,124.7747528,740,706,738,703,715,776,5,-1,CZP_1_down1
35:43.2,120.399611,740,706,739,703,714,780,5,-1,CZP_1_down1
35:43.2,115.8906786,742,706,740,704,715,785,5,-1,CZP_1_down1
35:43.2,111.2219962,743,706,741,706,717,791,5,-1,CZP_1_down1
35:43.2,106.2467742,745,706,743,708,719,796,5,-1,CZP_1_down1
35:43.2,100.5184615,745,706,744,709,720,802,5,-1,CZP_1_down1
35:43.3,94.81029142,747,708,746,711,722,807,5,-1,CZP_1_down1
35:43.3,89.12435847,749,708,748,713,723,813,5,-1,CZP_1_down1
35:43.3,83.5850358,750,709,749,714,725,818,5,-1,CZP_1_down1
35:43.3,77.7782011,752,711,750,716,727,825,5,-1,CZP_1_down1
35:43.3,71.97326456,753,714,751,718,729,831,5,-1,CZP_1_down1
35:43.4,66.37260372,754,716,751,720,731,838,5,-1,CZP_1_down1
35:43.4,61.18685754,756,720,751,721,732,845,5,-1,CZP_1_down1
35:43.4,56.43039924,758,722,752,723,735,853,5,-1,CZP_1_down1
35:43.4,52.51776897,760,725,752,724,735,860,5,-1,CZP_1_down1
35:43.4,49.7462004,762,727,749,724,736,865,5,-1,CZP_1_down1
35:43.5,48.46379159,763,728,748,725,736,866,5,-1,CZP_1_down1
35:43.5,48.64561814,762,726,746,724,735,863,5,-1,CZP_1_down1
35:43.5,50.86709987,760,724,744,722,734,856,5,-1,CZP_1_down1
35:43.5,54.06441476,758,721,742,721,733,848,5,-1,CZP_1_down1
35:43.5,58.26724359,754,718,742,720,731,840,5,-1,CZP_1_down1
35:43.6,63.86143932,753,714,742,718,729,831,5,-1,CZP_1_down1
35:43.6,69.23393048,751,711,742,716,728,823,5,-1,CZP_1_down1
35:43.6,75.42846241,748,708,741,715,726,815,5,-1,CZP_1_down1
35:43.6,81.94956249,746,705,740,713,724,807,5,-1,CZP_1_down1
35:43.6,89.10220548,744,704,738,712,723,800,5,-1,CZP_1_down1
35:43.7,96.81037802,742,703,736,709,721,792,5,-1,CZP_1_down1
35:43.7,104.8825104,741,703,734,707,719,783,5,-1,CZP_1_down1
35:43.7,113.1216281,739,703,731,706,717,774,5,-1,CZP_1_down1
35:43.7,121.8393962,737,704,728,705,716,766,5,-1,CZP_1_down1
35:43.7,130.9111567,737,705,726,704,715,760,5,-1,CZP_1_down1
35:43.8,139.708584,736,705,724,702,713,757,5,-1,CZP_1_down1
35:43.8,147.5542153,737,704,721,701,712,752,5,-1,CZP_1_down1
35:43.8,154.4799027,743,705,719,701,711,747,5,-1,CZP_1_down1
35:43.8,159.4697393,746,707,714,703,712,742,5,-1,CZP_1_down1
35:43.8,162.2964275,749,708,708,705,714,735,5,-1,CZP_1_down1
35:43.9,163.5450113,748,707,706,707,718,732,5,-1,CZP_1_down1
35:43.9,162.5894385,749,705,706,708,719,732,5,-1,CZP_1_down1
35:43.9,162.334371,749,705,705,708,719,731,5,-1,CZP_1_down1
35:43.9,162.6890955,750,705,705,708,720,730,5,-1,CZP_1_down1
35:43.9,162.6657801,750,705,705,709,720,731,5,-1,CZP_1_down1
35:44.0,162.6694411,750,706,704,708,719,730,5,-1,CZP_1_down1
35:44.0,162.6796794,750,706,705,708,719,730,5,-1,CZP_1_down1
35:44.0,162.5859128,751,707,705,707,719,730,5,-1,CZP_1_down1
35:44.0,162.5425864,751,709,706,707,718,730,5,-1,CZP_1_down1
35:44.0,162.8738996,752,710,707,707,718,731,5,-1,CZP_1_down1
35:44.1,163.3347585,750,710,707,706,717,731,5,-1,CZP_1_down1
35:44.1,163.7656607,752,712,708,705,715,732,5,-1,CZP_1_down1
35:44.1,163.5581773,753,713,708,704,714,733,5,-1,CZP_1_down1
35:44.1,163.0088735,752,713,709,703,713,735,5,-1,CZP_1_down1
35:44.1,162.074634,752,713,712,702,711,740,5,-1,CZP_1_down1
35:44.2,160.6084052,751,713,714,701,710,743,5,-1,CZP_1_down1
35:44.2,158.2635745,747,712,718,700,710,746,5,-1,CZP_1_down1
35:44.2,156.1154576,747,711,721,700,709,748,5,-1,CZP_1_down1
35:44.2,152.299925,743,710,724,700,709,750,5,-1,CZP_1_down1
35:44.2,148.6106623,738,709,727,699,709,753,5,-1,CZP_1_down1
35:44.3,144.0578621,737,708,730,699,710,757,5,-1,CZP_1_down1
35:44.3,139.1638477,737,708,732,700,710,761,5,-1,CZP_1_down1
35:44.3,134.2383118,737,707,734,701,712,765,5,-1,CZP_1_down1
35:44.3,128.6371085,737,706,734,702,713,770,5,-1,CZP_1_down1
35:44.3,123.1625434,739,706,736,703,714,775,5,-1,CZP_1_down1
35:44.4,117.4950946,740,706,737,703,715,781,5,-1,CZP_1_down1
35:44.4,111.6587752,742,705,738,705,716,787,5,-1,CZP_1_down1
35:44.4,105.662946,743,705,739,707,718,792,5,-1,CZP_1_down1
35:44.4,99.99627704,744,705,741,708,719,798,5,-1,CZP_1_down1
35:44.4,92.52049678,746,705,742,710,721,804,5,-1,CZP_1_down1
35:44.5,86.89498549,748,706,745,712,723,810,5,-1,CZP_1_down1
35:44.5,80.91103576,749,707,746,713,724,816,5,-1,CZP_1_down1
35:44.5,74.51409686,751,709,748,716,727,824,5,-1,CZP_1_down1
35:44.5,68.28224864,753,712,749,718,730,832,5,-1,CZP_1_down1
35:44.5,62.15215865,755,715,751,719,731,840,5,-1,CZP_1_down1
35:44.6,56.18234238,757,718,752,722,733,850,5,-1,CZP_1_down1
35:44.6,51.06507502,761,722,754,724,736,861,5,-1,CZP_1_down1
35:44.6,46.57078901,764,725,754,725,737,870,5,-1,CZP_1_down1
35:44.6,43.18339363,766,728,755,727,739,878,5,-1,CZP_1_down1
35:44.6,41.20417966,768,730,755,728,740,882,5,-1,CZP_1_down1
35:44.7,41.07481108,768,730,753,728,739,880,5,-1,CZP_1_down1
35:44.7,42.88127632,766,728,751,726,738,874,5,-1,CZP_1_down1
35:44.7,46.17107076,763,725,747,724,736,863,5,-1,CZP_1_down1
35:44.7,50.61089608,759,720,745,722,734,853,5,-1,CZP_1_down1
35:44.7,56.30180853,756,717,744,720,732,842,5,-1,CZP_1_down1
35:44.8,62.77992666,754,713,744,718,730,832,5,-1,CZP_1_down1
35:44.8,68.93058142,751,709,744,716,728,823,5,-1,CZP_1_down1
35:44.8,75.90168153,748,706,744,714,725,814,5,-1,CZP_1_down1
35:44.8,83.04473451,745,704,742,713,724,807,5,-1,CZP_1_down1
35:44.8,90.34599153,743,702,739,711,723,799,5,-1,CZP_1_down1
35:44.9,98.21688971,741,701,738,709,721,792,5,-1,CZP_1_down1
35:44.9,106.240242,739,702,735,707,719,784,5,-1,CZP_1_down1
35:44.9,114.4740582,739,702,733,706,718,777,5,-1,CZP_1_down1
35:44.9,122.3157692,738,704,731,705,717,770,5,-1,CZP_1_down1
35:44.9,129.8444673,737,703,728,705,716,764,5,-1,CZP_1_down1
35:45.0,137.5437894,736,703,726,703,714,760,5,-1,CZP_1_down1
35:45.0,144.998555,736,703,726,702,713,756,5,-1,CZP_1_down1
35:45.0,152.0541399,738,703,724,702,712,752,5,-1,CZP_1_down1
35:45.0,158.1357738,743,705,722,703,712,746,5,-1,CZP_1_down1
35:45.0,162.653849,747,706,716,703,712,739,5,-1,CZP_1_down1
35:45.1,164.3532222,748,707,712,705,713,735,5,-1,CZP_1_down1
35:45.1,164.1169473,748,707,710,706,714,734,5,-1,CZP_1_down1
35:45.1,163.4133339,749,706,709,707,716,734,5,-1,CZP_1_down1
35:45.1,163.3196397,749,706,708,707,716,733,5,-1,CZP_1_down1
35:45.1,163.3965283,749,706,707,707,716,732,5,-1,CZP_1_down1
35:45.2,164.0896218,751,707,707,707,716,732,5,-1,CZP_1_down1
35:45.2,164.5252651,751,708,708,707,716,733,5,-1,CZP_1_down1
35:45.2,164.7596687,752,709,708,705,715,734,5,-1,CZP_1_down1
35:45.2,164.5285925,752,710,708,705,714,736,5,-1,CZP_1_down1
35:45.2,164.1841906,752,711,709,705,713,737,5,-1,CZP_1_down1
35:45.3,163.242163,752,712,710,703,712,737,5,-1,CZP_1_down1
35:45.3,162.3641478,751,712,711,702,711,739,5,-1,CZP_1_down1
35:45.3,161.0351725,750,712,714,701,709,743,5,-1,CZP_1_down1
35:45.3,158.4373187,748,711,716,700,709,746,5,-1,CZP_1_down1
35:45.4,155.0651918,746,710,722,700,709,749,5,-1,CZP_1_down1
35:45.4,151.1172298,742,709,725,700,709,752,5,-1,CZP_1_down1
35:45.4,145.78969,740,709,728,700,709,756,5,-1,CZP_1_down1
35:45.4,140.4399473,737,708,730,699,710,760,5,-1,CZP_1_down1
35:45.4,135.6977446,736,707,733,700,711,763,5,-1,CZP_1_down1
35:45.5,130.6153711,737,706,734,701,713,766,5,-1,CZP_1_down1
35:45.5,126.0301546,738,706,735,703,714,770,5,-1,CZP_1_down1
35:45.5,120.9899157,739,706,737,703,715,775,5,-1,CZP_1_down1
35:45.5,116.2164216,740,706,737,704,716,779,5,-1,CZP_1_down1
35:45.5,111.5375115,742,705,738,705,716,784,5,-1,CZP_1_down1
35:45.6,106.6163316,743,705,739,706,717,789,5,-1,CZP_1_down1
35:45.6,101.6813002,743,704,739,708,719,793,5,-1,CZP_1_down1
35:45.6,96.85174145,744,704,741,709,719,797,5,-1,CZP_1_down1
35:45.6,91.73289907,746,705,743,710,721,803,5,-1,CZP_1_down1
35:45.6,86.48154539,748,705,744,712,722,807,5,-1,CZP_1_down1
35:45.7,81.36498626,749,706,746,713,723,812,5,-1,CZP_1_down1
35:45.7,76.46885858,750,707,747,715,726,818,5,-1,CZP_1_down1
35:45.7,70.63650711,752,710,748,716,728,824,5,-1,CZP_1_down1
35:45.7,65.55600398,753,712,750,718,730,830,5,-1,CZP_1_down1
35:45.7,60.39596766,755,715,751,720,731,837,5,-1,CZP_1_down1
35:45.8,55.78243362,757,719,753,721,733,845,5,-1,CZP_1_down1
35:45.8,51.86509841,759,722,754,723,735,853,5,-1,CZP_1_down1
35:45.8,48.88533403,761,724,755,724,736,859,5,-1,CZP_1_down1
35:45.8,46.95446919,763,726,755,725,737,863,5,-1,CZP_1_down1
35:45.8,45.61484215,763,727,756,725,738,865,5,-1,CZP_1_down1
35:45.9,45.70434636,763,726,755,725,737,864,5,-1,CZP_1_down1
35:45.9,46.74051935,762,725,754,725,737,861,5,-1,CZP_1_down1
35:45.9,48.93531838,761,723,750,723,735,855,5,-1,CZP_1_down1
35:45.9,51.69963824,759,720,750,722,734,848,5,-1,CZP_1_down1
35:45.9,55.36826486,757,717,748,720,732,840,5,-1,CZP_1_down1
35:46.0,59.73717808,754,715,748,718,731,833,5,-1,CZP_1_down1
35:46.0,64.41125691,752,712,747,718,730,826,5,-1,CZP_1_down1
35:46.0,69.81585466,750,709,746,716,728,820,5,-1,CZP_1_down1
35:46.0,74.85574665,749,707,746,716,726,813,5,-1,CZP_1_down1
35:46.0,80.49474606,747,704,744,713,724,807,5,-1,CZP_1_down1
35:46.1,86.62136341,745,703,743,712,723,801,5,-1,CZP_1_down1
35:46.1,92.96491341,743,701,741,710,722,795,5,-1,CZP_1_down1
35:46.1,99.54889674,741,700,739,709,721,789,5,-1,CZP_1_down1
35:46.1,106.4476824,740,700,737,707,720,782,5,-1,CZP_1_down1
35:46.1,113.6825009,739,701,735,706,718,775,5,-1,CZP_1_down1
35:46.2,120.8017471,738,701,732,705,717,769,5,-1,CZP_1_down1
35:46.2,128.3058898,737,702,729,705,716,764,5,-1,CZP_1_down1
35:46.2,135.8539123,736,701,727,704,715,760,5,-1,CZP_1_down1
35:46.2,143.3609268,736,702,727,703,713,757,5,-1,CZP_1_down1
35:46.2,149.983422,738,701,725,702,712,752,5,-1,CZP_1_down1
35:46.3,156.3401653,742,702,723,702,711,748,5,-1,CZP_1_down1
35:46.3,161.3499119,745,704,719,703,712,741,5,-1,CZP_1_down1
35:46.3,163.9176593,746,705,712,704,713,734,5,-1,CZP_1_down1
35:46.3,163.8354464,746,705,709,705,715,732,5,-1,CZP_1_down1
35:46.3,162.5559668,746,704,709,707,717,732,5,-1,CZP_1_down1
35:46.4,162.5040566,746,703,708,707,717,731,5,-1,CZP_1_down1
35:46.4,163.2133298,747,703,707,708,718,731,5,-1,CZP_1_down1
35:46.4,163.5654041,747,704,707,708,718,730,5,-1,CZP_1_down1
35:46.4,163.7393961,747,704,707,708,717,730,5,-1,CZP_1_down1
35:46.4,163.520088,748,704,707,707,717,730,5,-1,CZP_1_down1
35:46.5,163.2875262,748,705,708,707,717,730,5,-1,CZP_1_down1
35:46.5,163.2185905,749,706,709,706,716,730,5,-1,CZP_1_down1
35:46.5,163.3201338,750,707,710,706,716,732,5,-1,CZP_1_down1
35:46.5,163.734852,750,708,710,706,715,733,5,-1,CZP_1_down1
35:46.5,164.344377,751,709,711,705,715,735,5,-1,CZP_1_down1
35:46.6,164.5901171,752,710,711,705,714,735,5,-1,CZP_1_down1
35:46.6,164.4697668,752,711,712,703,712,736,5,-1,CZP_1_down1
35:46.6,163.8679548,752,711,713,703,711,737,5,-1,CZP_1_down1
35:46.6,162.5573442,751,711,714,702,710,739,5,-1,CZP_1_down1
35:46.6,160.5315625,749,711,716,701,709,744,5,-1,CZP_1_down1
35:46.7,157.3098017,748,711,719,701,710,748,5,-1,CZP_1_down1
35:46.7,153.3699588,744,710,722,700,709,750,5,-1,CZP_1_down1
35:46.7,148.7700714,741,710,726,700,709,754,5,-1,CZP_1_down1
35:46.7,142.7037867,738,708,729,699,709,758,5,-1,CZP_1_down1
35:46.7,136.392859,737,707,732,700,710,762,5,-1,CZP_1_down1
35:46.8,129.5881423,737,706,735,702,713,767,5,-1,CZP_1_down1
35:46.8,122.4187276,738,706,736,704,715,772,5,-1,CZP_1_down1
35:46.8,115.4029223,740,705,738,704,716,778,5,-1,CZP_1_down1
35:46.8,108.5710653,742,705,739,706,717,785,5,-1,CZP_1_down1
35:46.8,101.1846203,744,705,740,708,719,791,5,-1,CZP_1_down1
35:46.9,94.50618171,746,705,741,710,720,797,5,-1,CZP_1_down1
35:46.9,87.67331267,748,705,742,712,722,803,5,-1,CZP_1_down1
35:46.9,81.01480699,750,707,745,715,724,811,5,-1,CZP_1_down1
35:46.9,74.5354774,751,709,746,716,725,818,5,-1,CZP_1_down1
35:46.9,67.72942671,753,711,747,717,728,825,5,-1,CZP_1_down1
35:47.0,61.84570505,755,715,748,719,730,833,5,-1,CZP_1_down1
35:47.0,56.15113347,757,719,748,721,732,842,5,-1,CZP_1_down1
35:47.0,50.87353116,760,722,750,723,735,851,5,-1,CZP_1_down1
35:47.0,47.05018558,762,725,750,725,736,859,5,-1,CZP_1_down1
35:47.0,43.60112756,764,727,750,726,737,868,5,-1,CZP_1_down1
35:47.1,41.6181896,766,730,752,727,739,873,5,-1,CZP_1_down1
35:47.1,40.7890216,766,729,750,727,738,873,5,-1,CZP_1_down1
35:47.1,41.59588124,766,729,750,727,738,871,5,-1,CZP_1_down1
35:47.1,43.4118748,764,727,747,725,737,865,5,-1,CZP_1_down1
35:47.1,46.46959575,762,725,745,724,735,858,5,-1,CZP_1_down1
35:47.2,50.83290428,757,721,743,722,734,849,5,-1,CZP_1_down1
35:47.2,55.16064119,757,719,743,721,732,841,5,-1,CZP_1_down1
35:47.2,60.49686795,754,715,743,718,730,832,5,-1,CZP_1_down1
35:47.2,65.94704081,752,712,743,717,729,824,5,-1,CZP_1_down1
35:47.2,71.72489729,750,709,743,715,727,817,5,-1,CZP_1_down1
35:47.3,77.85299566,748,706,742,714,725,812,5,-1,CZP_1_down1
35:47.3,84.20946205,746,704,741,713,724,804,5,-1,CZP_1_down1
35:47.3,90.82229516,743,702,739,711,723,797,5,-1,CZP_1_down1
35:47.3,97.75016542,742,701,738,711,722,792,5,-1,CZP_1_down1
35:47.3,105.4078726,740,701,736,708,720,785,5,-1,CZP_1_down1
35:47.4,112.8711789,740,702,735,707,719,779,5,-1,CZP_1_down1
35:47.4,120.0992893,739,703,733,706,718,772,5,-1,CZP_1_down1
35:47.4,127.4477552,738,702,730,705,716,767,5,-1,CZP_1_down1
35:47.4,134.2812363,737,702,727,705,715,764,5,-1,CZP_1_down1
35:47.4,140.4650716,737,702,726,704,714,760,5,-1,CZP_1_down1
35:47.5,146.4722202,736,702,724,703,713,757,5,-1,CZP_1_down1
35:47.5,152.4429466,738,702,723,702,712,752,5,-1,CZP_1_down1
35:47.5,158.0102563,742,702,721,702,711,748,5,-1,CZP_1_down1
35:47.5,162.2115547,744,704,715,703,711,740,5,-1,CZP_1_down1
35:47.5,163.7533198,746,706,709,704,712,735,5,-1,CZP_1_down1
35:47.6,163.6624686,747,705,708,705,714,733,5,-1,CZP_1_down1
35:47.6,163.0959204,747,705,708,706,715,733,5,-1,CZP_1_down1
35:47.6,163.2144422,747,705,708,707,715,732,5,-1,CZP_1_down1
35:47.6,163.6864745,748,705,706,706,715,732,5,-1,CZP_1_down1
35:47.6,164.0482989,748,706,707,706,715,731,5,-1,CZP_1_down1
35:47.7,164.2585349,749,707,708,706,715,731,5,-1,CZP_1_down1
35:47.7,164.3054305,750,708,708,706,714,732,5,-1,CZP_1_down1
35:47.7,164.0646826,750,708,708,705,714,732,5,-1,CZP_1_down1
35:47.7,163.8730068,750,710,709,704,713,733,5,-1,CZP_1_down1
35:47.7,163.4593098,750,710,709,704,712,734,5,-1,CZP_1_down1
35:47.8,162.7367288,750,711,710,703,711,735,5,-1,CZP_1_down1
35:47.8,161.8401425,750,711,712,702,710,737,5,-1,CZP_1_down1
35:47.8,160.0009948,749,711,714,701,710,743,5,-1,CZP_1_down1
35:47.8,156.1202628,747,710,717,701,709,746,5,-1,CZP_1_down1
35:47.8,152.8572015,745,709,721,700,709,749,5,-1,CZP_1_down1
35:47.9,148.8147581,742,709,725,700,709,752,5,-1,CZP_1_down1
35:47.9,144.1945156,738,708,727,699,709,755,5,-1,CZP_1_down1
35:47.9,139.0236986,737,707,730,700,710,759,5,-1,CZP_1_down1
35:47.9,134.1331723,736,707,732,700,709,761,5,-1,CZP_1_down1
35:47.9,129.4942561,736,706,733,701,712,765,5,-1,CZP_1_down1
35:48.0,124.5005945,738,706,734,703,714,768,5,-1,CZP_1_down1
35:48.0,119.7895478,739,706,736,703,714,772,5,-1,CZP_1_down1
35:48.0,114.7747915,740,705,737,705,716,777,5,-1,CZP_1_down1
35:48.0,109.8332721,741,705,737,705,716,781,5,-1,CZP_1_down1
35:48.0,104.6374951,742,704,738,707,717,785,5,-1,CZP_1_down1
35:48.1,99.55429125,743,704,739,707,718,790,5,-1,CZP_1_down1
35:48.1,94.51987475,745,705,740,710,720,796,5,-1,CZP_1_down1
35:48.1,89.78583173,746,706,741,710,721,800,5,-1,CZP_1_down1
35:48.1,85.16864478,747,706,742,711,722,803,5,-1,CZP_1_down1
35:48.1,80.6600915,748,707,743,713,722,807,5,-1,CZP_1_down1
35:48.2,76.23913952,749,707,745,714,724,812,5,-1,CZP_1_down1
35:48.2,72.01410229,750,709,746,715,725,817,5,-1,CZP_1_down1
35:48.2,67.45013971,751,711,748,717,728,823,5,-1,CZP_1_down1
35:48.2,63.08846704,753,713,749,718,730,827,5,-1,CZP_1_down1
35:48.2,58.83706401,753,715,750,719,731,835,5,-1,CZP_1_down1
35:48.3,55.0768847,757,719,752,722,733,843,5,-1,CZP_1_down1
35:48.3,51.67151168,758,721,753,723,734,848,5,-1,CZP_1_down1
35:48.3,48.77787997,761,724,754,724,736,855,5,-1,CZP_1_down1
35:48.3,46.70010321,762,727,755,726,738,860,5,-1,CZP_1_down1
35:48.3,45.50708474,763,729,756,726,738,863,5,-1,CZP_1_down1
35:48.4,45.07003024,764,728,756,726,738,864,5,-1,CZP_1_down1
35:48.4,45.59686909,763,728,754,726,738,863,5,-1,CZP_1_down1
35:48.4,47.21587249,762,726,752,725,737,858,5,-1,CZP_1_down1
35:48.4,49.429378,761,724,749,724,735,853,5,-1,CZP_1_down1
35:48.5,52.53727102,759,722,746,722,734,845,5,-1,CZP_1_down1
35:48.5,56.38305639,756,718,744,720,733,838,5,-1,CZP_1_down1
35:48.5,60.82601433,755,716,744,719,731,831,5,-1,CZP_1_down1
35:48.5,66.04493643,753,713,744,718,730,824,5,-1,CZP_1_down1
35:48.5,70.92005841,751,708,743,716,728,817,5,-1,CZP_1_down1
35:48.6,76.59396493,749,707,744,715,726,811,5,-1,CZP_1_down1
35:48.6,82.19716936,747,705,743,713,725,806,5,-1,CZP_1_down1
35:48.6,88.07854802,745,704,742,712,723,801,5,-1,CZP_1_down1
35:48.6,94.43503138,743,701,740,711,722,794,5,-1,CZP_1_down1
35:48.6,101.0723254,741,701,738,709,721,789,5,-1,CZP_1_down1
35:48.7,107.9399613,740,701,736,708,719,783,5,-1,CZP_1_down1
35:48.7,115.0643294,739,701,733,706,718,776,5,-1,CZP_1_down1
35:48.7,122.2635014,738,701,732,705,717,770,5,-1,CZP_1_down1
35:48.7,129.4134669,737,702,729,705,717,765,5,-1,CZP_1_down1
35:48.7,136.7395438,736,702,726,704,715,763,5,-1,CZP_1_down1
35:48.8,142.834628,736,702,725,703,714,760,5,-1,CZP_1_down1
35:48.8,148.61296,736,702,725,702,712,756,5,-1,CZP_1_down1
35:48.8,153.9672581,738,702,724,702,711,752,5,-1,CZP_1_down1
35:48.8,159.0518997,742,702,721,702,711,747,5,-1,CZP_1_down1
35:48.8,161.5048384,745,704,718,703,711,741,5,-1,CZP_1_down1
35:48.9,163.3795199,746,706,714,704,712,736,5,-1,CZP_1_down1
35:48.9,164.0084616,747,706,710,704,712,733,5,-1,CZP_1_down1
35:48.9,163.8083022,747,706,709,706,714,732,5,-1,CZP_1_down1
35:48.9,163.5507039,748,705,707,707,715,732,5,-1,CZP_1_down1
35:48.9,163.2240632,747,705,708,708,716,732,5,-1,CZP_1_down1
35:49.0,163.2123997,748,705,707,707,716,732,5,-1,CZP_1_down1
35:49.0,163.4596666,748,705,706,707,715,732,5,-1,CZP_1_down1
35:49.0,163.7812844,748,705,707,707,715,732,5,-1,CZP_1_down1
35:49.0,163.726197,749,707,708,707,715,734,5,-1,CZP_1_down1
35:49.0,163.8250328,749,707,708,706,715,735,5,-1,CZP_1_down1
35:49.1,163.6837406,750,709,709,706,714,737,5,-1,CZP_1_down1
