r1,r2,r3,r4,r5,r6,angle
1021.5242725791927,1034.0,1050.0,1058.0,103.0,1051.0,151.56825256347656
1021.0,1035.0,1050.0,1058.0,103.0,1051.0,151.68345642089844
1021.0,1035.0,1050.0,1058.0,103.0,1051.0,151.77490234375
1021.0,1035.0,1050.0,1058.1154586997645,103.0,1051.0,152.76548767089844
1021.0,1035.0,1050.0,1058.4736186121124,103.0,1051.0,153.27088928222656
1021.0,1035.0,1050.0,1058.8383502659965,103.0,1051.0,153.5433807373047
1021.7923736608279,1034.792373660828,1050.792373660828,1058.792373660828,103.0,1050.792373660828,153.17276000976562
1021.0,1034.0,1050.0,1058.0,103.0,1050.0,153.4438934326172
1021.0,1034.0,1050.0,1058.0,103.0,1050.3624375550573,153.48385620117188
1021.0,1034.0,1050.0,1058.0,102.0,1050.0,153.26629638671875
1020.1323841059283,1034.0,1050.0,1057.1323841059284,102.0,1050.0,152.75112915039062
1021.0,1033.3961854179017,1050.0,1057.3961854179017,102.0,1050.0,152.6636505126953
1021.0,1033.8137956753083,1050.0,1057.8137956753083,102.0,1050.0,153.24903869628906
1021.0,1034.0,1050.0,1057.0,102.0,1050.0,153.93344116210938
1021.0,1034.0,1050.0,1057.0,102.0,1050.0,152.04920959472656
1021.0,1033.4829218182026,1049.0,1057.0,102.0,1050.0,152.32835388183594
1021.0,1033.4424842479054,1050.0,1057.0,102.0,1050.0,152.1912384033203
1021.0,1033.0,1050.0,1057.0782641367139,102.0,1050.0,152.73638916015625
1021.0,1033.3265972329937,1050.0,1058.0,102.0,1050.0,152.4775848388672
1021.0,1034.0,1050.0,1058.0,102.0,1050.0,152.51528930664062
1021.0,1034.0,1050.0,1058.0,102.0,1051.0,152.38656616210938
1021.0,1034.0,1050.0,1058.0,102.0,1051.0,152.1429443359375
1021.0,1034.0,1050.0,1058.0,102.0,1050.0594413801782,152.53663635253906
1021.0,1034.0,1050.0,1058.0,102.0,1051.0,153.3311767578125
1021.0,1034.0,1050.8131394521145,1058.8131394521145,103.0,1051.0,150.81723022460938
1021.0,1034.0,1050.0,1058.0,103.0,1051.0,151.4582977294922
1021.0,1034.0,1050.1525807426076,1058.0,103.0,1051.0,152.37210083007812
1021.0,1034.0,1050.0,1058.0,103.0,1051.0,152.11460876464844
1021.0,1034.0,1050.0,1058.8513929590217,103.0,1051.0,151.69358825683594
