r1,r2,r3,r4,r5,r6,angle
1002.0,997.0,1004.0,1005.0,73.0,1023.0,154.76976013183594
1001.5772027373374,997.0,1004.0,1004.5772027373374,73.0,1023.0,154.9645538330078
1001.1735092439899,997.1735092439899,1004.0,1004.1735092439899,73.0,1023.0,154.97166442871094
1002.0,997.9230473406599,1004.0769526593401,1005.0,73.0,1023.0769526593401,154.9982147216797
1002.0,997.4619082413313,1004.5380917586687,1005.0,73.0,1023.5380917586687,154.4585418701172
1001.9594660989053,997.0,1004.9594660989053,1004.9594660989053,73.0,1023.9594660989053,154.897216796875
1001.9319841649597,997.0,1004.9319841649597,1004.9319841649597,73.0,1023.0,154.9776153564453
1001.0,996.0,1005.0,1004.0,73.0,1023.0,155.05862426757812
1001.0,997.0,1004.1595158199473,1004.8404841800527,73.0,1023.0,155.22279357910156
1002.0,997.0,1005.0,1005.0,73.0,1023.0,155.41427612304688
1002.0,997.0,1004.0,1005.0,73.0,1023.0,154.86941528320312
1001.6358759891024,997.0,1004.6358759891024,1005.0,73.0,1023.0,154.02928161621094
1001.7396887304587,997.0,1004.0,1005.0,73.0,1023.0,154.6920928955078
1002.0,997.0,1004.0,1004.0,73.0,1023.0,154.9607391357422
1002.0,997.0,1004.2895251194545,1005.0,73.0,1023.0,154.63970947265625
1002.0,997.0,1004.3145906198532,1005.0,73.0,1023.0,155.28060913085938
1001.8899200350587,997.0,1004.8899200350587,1004.8899200350587,73.0,1023.0,155.3148651123047
1001.0,997.0,1004.0,1004.9171430941387,73.0,1023.0,155.43185424804688
1001.5006429486908,997.0,1004.5006429486908,1005.0,73.0,1023.0,155.5120391845703
1002.0,997.0,1004.5865569609638,1005.0,73.0,1023.0,156.04620361328125
1002.0,997.0,1004.0,1005.0,73.0,1023.0,155.4835968017578
1002.0,997.0,1004.4430713944722,1004.4430713944722,73.0,1023.0,155.99745178222656
1002.0,997.0,1004.345581735159,1005.0,73.0,1023.0,155.49642944335938
1002.0,996.4073854586334,1005.0,1004.4073854586334,73.0,1023.0,155.26910400390625
1002.0,997.0,1004.0,1004.1667916355678,73.0,1022.1667916355678,156.3623504638672
1001.3334343372736,997.0,1004.0,1004.3334343372736,73.0,1023.0,157.0100555419922
1001.3720456397351,997.0,1004.0,1005.0,73.0,1023.0,156.16746520996094
1002.0,997.0,1004.0,1005.0,73.0,1023.0,156.6517333984375
1002.0,997.2655159750138,1005.0,1005.0,73.0,1023.6327579875069,156.3416290283203
1002.0,996.6666296297069,1004.3333703702931,1005.0,73.0,1023.0,155.64276123046875
1002.0,997.0,1004.0,1004.407090781167,73.0,1023.0,155.67880249023438
1001.0,997.0,1004.0,1005.0,73.0,1023.0,156.13478088378906
1001.0,997.0,1004.0,1004.7997440818654,73.0,1023.0,156.07723999023438
1002.0,997.0,1004.0,1005.0,73.0,1023.0,156.92019653320312
1001.1193313604449,997.0,1004.0,1004.1193313604449,73.0,1023.0,156.30345153808594
1002.0,997.0,1004.0,1004.6666666666666,73.0,1023.0,156.90574645996094
1002.0,997.0,1004.0,1004.8889218117804,73.0,1023.0,155.89894104003906
1002.0,997.0,1004.0,1005.0,73.0,1023.0,155.7832489013672
1001.0394475008952,997.0,1004.9605524991048,1004.0394475008952,73.0,1023.0,155.27870178222656
1001.7626890253093,997.0,1004.0,1004.7626890253093,73.0,1023.0,155.64585876464844
1001.0,996.0,1004.0,1005.0,73.0,1023.0,155.6339111328125
1002.0,997.0,1004.0,1005.0,73.0,1023.0,154.946044921875
1001.4150981746848,997.0,1004.0,1004.4150981746848,73.0,1023.0,155.2080535888672
1002.0,997.0,1004.0,1004.2231531128825,73.0,1023.0,155.64295959472656
1001.4030060285091,997.0,1004.0,1004.5969939714909,73.0,1023.0,155.5147247314453
1001.8045295636928,997.0,1004.0,1004.8045295636928,73.0,1023.8045295636928,155.8964080810547
1001.9643527204347,997.0,1004.0,1005.0,73.0,1023.0,155.4084930419922
1001.3834828616177,997.3834828616177,1004.3834828616177,1005.0,73.0,1023.0,155.75628662109375
1001.4188780924518,997.0,1004.0,1004.4188780924518,73.0,1023.0,154.28829956054688
1002.0,997.0,1004.0,1005.0,73.0,1023.0,154.21356201171875
1001.3442468540824,996.3442468540824,1004.0,1004.3442468540824,73.0,1023.0,154.7257843017578
1001.4088591103866,997.0,1004.0,1004.0,73.0,1023.0,153.8372344970703
1002.0,997.0,1004.7392857140558,1004.2607142859442,73.0,1023.0,155.25999450683594
1002.0,997.0,1004.0,1004.1630937880354,73.0,1023.0,155.5861053466797
1001.8020157158112,997.0,1004.0,1004.1979842841888,73.0,1023.0,155.88485717773438
1001.9221119272707,997.0,1004.0,1004.0778880727293,73.0,1023.0,155.62982177734375
1001.0,997.0,1004.2494036358627,1004.0,73.0,1023.0,155.7762908935547
1001.8505292501201,997.0,1004.1494707498799,1004.8505292501201,73.0,1023.0,155.4631805419922
1001.203324452189,997.0,1004.0,1004.203324452189,73.0,1023.0,155.42173767089844
1002.0,997.0,1004.0,1004.5446744449222,73.0,1022.5446744449222,155.6314239501953
1001.8409584335171,997.0,1004.0,1004.1590415664829,73.0,1023.0,154.935791015625
1001.342100319511,997.0,1004.0,1004.657899680489,73.0,1023.0,154.11868286132812
1001.9252592592729,996.9252592592729,1004.0,1004.9252592592729,73.0,1023.0,155.33245849609375
1001.0,996.0,1004.0,1004.0,73.0,1023.0,155.33168029785156
1002.0,996.0,1004.0,1004.0,73.0,1023.0,154.67723083496094
1002.0,996.9172025401311,1003.9172025401311,1003.9172025401311,72.9172025401311,1024.0,153.67408752441406
1001.7773801263982,996.0,1003.0,1003.0,72.0,1024.0,152.9106903076172
1001.0,996.0,1003.0,1003.0,72.0,1024.0,153.89947509765625
1002.0,995.6562090601649,1003.0,1001.6562090601649,73.0,1025.0,151.53988647460938
1002.4101720748683,994.4101720748683,1003.0,1000.0,463.07364319976705,1022.1287954759218,148.81402587890625
1003.0,995.0,1003.0,1000.0,1024.813899378254,1020.4416981347624,143.9611358642578
1004.4357714556248,995.4357714556248,1004.4357714556248,1000.4357714556248,1028.3073143668744,1023.4357714556248,136.03411865234375
1005.0,996.0,1004.349504651053,1001.650495348947,599.3720789970918,1029.8544581405229,122.98722076416016
1007.0,997.4976938443425,1006.4976938443425,1002.4976938443425,85.99538768868504,1041.4930815330276,118.55368041992188
1008.1479802476781,1000.1479802476781,1008.1479802476781,1005.0,89.14798024767816,1047.5919209907127,113.33737182617188
1009.9648387611755,1001.0,1009.9648387611755,1005.9648387611755,90.96483876117554,1054.8593550447022,103.76263427734375
1010.0,1003.6087246646812,1011.6087246646812,1007.6087246646812,92.0,1058.8261739940435,84.34683990478516
1010.880309646894,1004.880309646894,1012.880309646894,1009.760619293788,92.880309646894,1062.640928940682,83.43940734863281
1011.3401099817434,1006.3401099817434,1013.0,1010.3401099817434,93.34010998174337,1066.6802199634867,78.36439514160156
1012.0,1007.0,1013.0,1011.8860013597334,94.0,1069.7720027194669,77.50875854492188
1012.0,1008.0,1014.0,1012.0423625093488,94.0,1073.0,81.71354675292969
1012.0,1008.0,1014.0,1013.0,94.0,1073.0,82.54573822021484
1012.0,1007.9257167523886,1013.0,1011.9257167523886,93.92571675238854,1070.7771502571657,82.2724380493164
1011.5448758752232,1006.0897517504462,1012.5448758752232,1010.5448758752232,92.54487587522311,1066.1795035008925,80.49565887451172
1010.2630773934661,1002.7892321803984,1010.5261547869322,1006.7892321803984,88.52615478693224,1057.0523095738645,80.09313201904297
1009.1912411088407,998.3824822176814,1007.3824822176814,1003.3824822176814,955.1371375316911,1035.912411088407,78.0018539428711
1008.0,998.0,1006.0,1001.0,1025.0,1030.0,86.55933380126953
1006.5057253484922,998.0,1005.5057253484922,999.5057253484922,885.1202736232859,1029.4828239545234,106.73522186279297
1006.0,997.0,1003.0,997.0,78.0,1037.0,131.11158752441406
1005.7732894587944,998.0,1002.2267105412056,995.2267105412056,79.2267105412057,1041.2267105412056,147.82859802246094
1004.5772280967166,997.5772280967166,1003.4227719032834,996.4227719032834,80.42277190328342,1042.4227719032833,148.10064697265625
1006.1944331196063,998.0,1006.0,998.3888662392127,82.58329935881902,1045.583299358819,128.943115234375
1007.9171666670887,998.9171666670887,1006.9171666670887,1001.8343333341776,87.75150000126632,1050.7515000012663,94.64820861816406
1010.2422755702438,1001.4845511404877,1009.2422755702438,1004.4845511404877,90.24227557024383,1053.7268267107315,78.84464263916016
1011.6393832405541,1003.6393832405541,1010.0,1006.6393832405541,91.6393832405541,1057.9181497216623,78.74525451660156
1012.0,1006.4233288580535,1011.7116644290268,1009.7116644290268,93.71166442902675,1065.1349932870803,79.01060485839844
1012.9301047313488,1008.8602094626975,1012.9301047313488,1011.8602094626975,94.0,1068.7903141940465,78.89289093017578
1014.5201535508459,1010.4798464491541,1014.5201535508459,1013.0,903.2034548893766,1066.4395393474624,78.17828369140625
1014.401179833051,1010.598820166949,1014.401179833051,1012.401179833051,1039.0,1064.401179833051,78.37261962890625
1013.0833055922816,1009.0833055922816,1012.0833055922816,1011.0833055922816,1037.0833055922815,1059.2499167768447,76.2613754272461
1013.0,1008.0320229201646,1012.0,1010.0320229201646,1036.0320229201648,1055.1280916806588,73.72826385498047
1011.2423452222314,1003.7270356666941,1009.4846904444627,1006.4846904444627,1033.4846904444628,1045.4540713333881,73.94419860839844
1010.5904536345442,1002.1809072690885,1008.1809072690885,1004.7713609036329,1031.361814538177,1040.7236290763542,73.44802856445312
1008.9139747795238,998.9139747795238,1005.9139747795238,1000.7419243385712,1024.7419243385712,1029.6558991180948,77.11499786376953
1007.1623688277142,998.0,1004.1623688277142,997.1623688277142,1023.6752623445717,1024.3247376554284,87.7196273803711
1005.9257082209177,997.0,1001.0,997.8514164418353,1023.8514164418353,1025.0742917790824,129.5818328857422
1005.0,997.0,1000.2529195741192,996.0,1024.2412412776423,1027.4941608517615,147.99452209472656
1005.0,997.0,999.5967202415721,995.5967202415721,1027.1934404831443,1030.5967202415723,143.7138671875
1005.0,996.1519093260133,1002.5442720219601,996.8480906739867,1027.1519093260133,1031.8480906739867,145.24534606933594
1009.3015948321815,999.603189664363,1007.3015948321815,1002.603189664363,1035.603189664363,1038.206379328726,98.6246337890625
1010.9314407264932,1001.9314407264932,1008.9314407264932,1004.0,1037.931440726493,1043.7943221794794,79.88172149658203
1012.651050539176,1004.302101078352,1011.302101078352,1006.9531516175281,1038.0,1051.604202156704,75.56299591064453
1013.0,1007.481868541885,1012.0,1008.481868541885,191.40871412563092,1065.9274741675397,74.09407806396484
1013.7030298555749,1008.7030298555749,1012.7030298555749,1010.4060597111497,94.0,1069.4060597111497,73.81742095947266
1015.0,1010.0,1013.550574257404,1011.449425742596,518.7073267531638,1067.9551683166364,72.51764678955078
1015.0,1010.636072218054,1013.636072218054,1012.0,1039.636072218054,1063.0,74.072509765625
